112 1572269632 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269633 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269634 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269635 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269636 0,600000 -1,000000 -101,000000 0,000000 0,000000
122 1572269637 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269638 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269639 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269640 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269641 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269647 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269648 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269649 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269650 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269651 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269667 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269668 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269669 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269670 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269671 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269672 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269673 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269674 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269675 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269676 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1572269752 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269753 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269754 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269755 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269756 0,600000 -1,000000 -101,000000 0,000000 0,000000
122 1572269757 25,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269758 25,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269759 25,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269760 25,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269761 25,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269777 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269778 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269779 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269780 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269781 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269787 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269788 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269789 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269790 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269791 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269792 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269793 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269794 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269795 0,200000 -1,000000 -101,000000 0,000000 0,000000
122 1572269796 0,200000 -1,000000 -101,000000 0,000000 0,000000
112 1572269872 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269873 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269874 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269875 0,600000 -1,000000 -101,000000 0,000000 0,000000
112 1572269876 0,600000 -1,000000 -101,000000 0,000000 0,000000
122 1572269877 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269878 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269879 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269880 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269881 25,800000 -1,000000 -101,000000 0,000000 0,000000
122 1572269902 0,200000 -1,000000 -101,000000 0,000000 0,000000
