128 1572269633 0,000000 0,000000 -101,000000 0,000000 0,000000
128 1572269634 0,000000 0,000000 -101,000000 0,000000 0,000000
128 1572269635 0,000000 0,000000 -101,000000 0,000000 0,000000
128 1572269636 0,000000 0,000000 -101,000000 0,000000 0,000000
128 1572269637 6,000000 0,600000 3,600000 3,600000 -20,200000
128 1572269638 6,000000 0,600000 7,200000 7,200000 -20,200000
128 1572269639 6,000000 0,600000 10,800000 10,800000 -20,200000
128 1572269640 6,000000 0,600000 14,400000 14,400000 -20,200000
128 1572269641 6,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269642 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269643 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269644 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269645 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269646 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269647 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269648 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269649 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269650 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269651 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269652 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269653 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269654 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269655 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269656 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269657 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269658 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269659 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269660 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269661 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269662 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269663 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269664 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269665 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269666 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269667 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269668 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269669 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269670 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269671 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269672 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269673 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269674 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269675 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269676 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269677 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269678 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269679 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269680 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269681 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269682 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269683 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269684 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269685 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269686 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269687 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269688 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269689 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269690 0,000000 0,600000 18,000000 18,000000 -20,200000
128 1572269691 0,000000 0,600000 18,000000 18,000000 -20,200000
