118 1572269637 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269638 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269639 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269640 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269641 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269637 2,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269638 2,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269639 2,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269640 2,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269641 2,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269757 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269758 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269759 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269760 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269761 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269757 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269758 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269759 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269760 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269761 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269877 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269878 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269879 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269880 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269881 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269877 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269878 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269879 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269880 6,000000 -1,000000 -101,000000 0,000000 0,000000
121 1572269881 6,000000 -1,000000 -101,000000 0,000000 0,000000
118 1572269997 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269998 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572269999 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270000 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270001 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269997 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269998 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572269999 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572270000 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572270001 5,400000 -1,000000 -101,000000 0,000000 0,000000
121 1572270121 5,600000 -1,000000 5,600000 5,600000 0,000000
121 1572270120 5,600000 -1,000000 5,600000 5,600000 0,000000
121 1572270119 5,600000 -1,000000 5,600000 5,600000 0,000000
121 1572270118 5,600000 -1,000000 5,600000 5,600000 0,000000
121 1572270117 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270121 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270120 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270119 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270118 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270117 5,600000 -1,000000 5,600000 5,600000 0,000000
118 1572270117 5,600000 -1,000000 -101,000000 0,000000 0,000000
118 1572270118 5,600000 -1,000000 -101,000000 0,000000 0,000000
118 1572270119 5,600000 -1,000000 -101,000000 0,000000 0,000000
118 1572270120 5,600000 -1,000000 -101,000000 0,000000 0,000000
118 1572270121 5,600000 -1,000000 -101,000000 0,000000 0,000000
121 1572270117 5,600000 -1,000000 -101,000000 0,000000 0,000000
121 1572270118 5,600000 -1,000000 -101,000000 0,000000 0,000000
121 1572270119 5,600000 -1,000000 -101,000000 0,000000 0,000000
121 1572270120 5,600000 -1,000000 -101,000000 0,000000 0,000000
121 1572270121 5,600000 -1,000000 -101,000000 0,000000 0,000000
118 1572270237 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270238 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270239 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270240 5,400000 -1,000000 -101,000000 0,000000 0,000000
118 1572270241 5,400000 -1,000
