130 1572269647 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269648 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269649 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269650 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269651 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269667 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269668 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269669 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269670 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269671 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269672 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269673 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269674 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269675 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269676 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269777 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269778 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269779 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269780 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269781 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269787 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269788 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269789 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269790 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269791 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269792 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269793 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269794 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269795 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269796 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269902 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269903 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269904 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269905 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269906 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269907 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269908 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269909 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269910 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269911 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269912 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269913 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269914 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269915 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572269916 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270022 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270023 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270024 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270025 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270026 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270027 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270028 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270029 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270030 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270031 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270032 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270033 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270034 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270035 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270036 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270161 0,400000 -1,000000 0,400000 0,400000 0,000000
130 1572270160 0,400000 -1,000000 0,400000 0,400000 0,000000
130 1572270159 0,400000 -1,000000 0,400000 0,400000 0,000000
130 1572270158 0,400000 -1,000000 0,400000 0,400000 0,000000
130 1572270157 0,400000 -1,000000 0,400000 0,400000 0,000000
130 1572270146 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1572270145 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1572270144 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1572270143 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1572270142 0,200000 -1,000000 0,200000 0,200000 0,000000
130 1572270142 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270143 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270144 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270145 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270146 0,200000 -1,000000 -101,000000 0,000000 0,000000
130 1572270157 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270158 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270159 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270160 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270161 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270267 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270268 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270269 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270270 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270271 0,400000 -1,000000 -101,000000 0,000000 0,000000
130 1572270272 0,200000 -1,000000 -101,000000 0,000000 0,000000
