270 1571391285 60,000000 -1,000000 60,000000 60,000000 720,000000
270 1571391284 60,000000 -1,000000 60,000000 60,000000 720,000000
270 1571391283 60,000000 -1,000000 60,000000 60,000000 720,000000
270 1571391282 30,000000 -1,000000 30,000000 30,000000 180,000000
270 1571391281 30,000000 -1,000000 30,000000 30,000000 180,000000
270 1571391280 30,000000 -1,000000 30,000000 30,000000 180,000000
270 1571391279 30,000000 -1,000000 30,000000 30,000000 180,000000
270 1571391278 30,000000 -1,000000 30,000000 30,000000 180,000000
270 1571391277 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391276 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391275 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391274 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391273 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391272 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391271 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391270 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391269 42,000000 -1,000000 42,000000 42,000000 352,800000
270 1571391268 42,000000 -1,000000 42,000000 42,000000 352,800000
275 1571391285 0,333333 -1,000000 0,333333 0,333333 0,022222
275 1571391284 0,333333 -1,000000 0,333333 0,333333 0,022222
275 1571391283 0,333333 -1,000000 0,333333 0,333333 0,022222
275 1571391282 1,000000 -1,000000 1,000000 1,000000 0,200000
275 1571391281 1,000000 -1,000000 1,000000 1,000000 0,200000
275 1571391280 1,000000 -1,000000 1,000000 1,000000 0,200000
275 1571391279 1,000000 -1,000000 1,000000 1,000000 0,200000
275 1571391278 1,000000 -1,000000 1,000000 1,000000 0,200000
275 1571391277 1,600000 -1,000000 1,600000 1,600000 0,512000
275 1571391276 1,600000 -1,000000 1,600000 1,600000 0,512000
275 1571391275 1,600000 -1,000000 1,600000 1,600000 0,512000
275 1571391274 1,600000 -1,000000 1,600000 1,600000 0,512000
275 1571391273 1,600000 -1,000000 1,600000 1,600000 0,512000
275 1571391272 2,200000 -1,000000 2,200000 2,200000 0,968000
275 1571391271 2,200000 -1,000000 2,200000 2,200000 0,968000
275 1571391270 2,200000 -1,000000 2,200000 2,200000 0,968000
275 1571391269 2,200000 -1,000000 2,200000 2,200000 0,968000
275 1571391268 2,200000 -1,000000 2,200000 2,200000 0,968000
277 1571391285 2,000000 -1,000000 2,000000 2,000000 0,800000
277 1571391284 2,000000 -1,000000 2,000000 2,000000 0,800000
277 1571391283 2,000000 -1,000000 2,000000 2,000000 0,800000
277 1571391282 1,000000 -1,000000 1,000000 1,000000 0,200000
277 1571391281 1,000000 -1,000000 1,000000 1,000000 0,200000
277 1571391280 1,000000 -1,000000 1,000000 1,000000 0,200000
277 1571391279 1,000000 -1,000000 1,000000 1,000000 0,200000
277 1571391278 1,000000 -1,000000 1,000000 1,000000 0,200000
277 1571391277 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391276 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391275 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391274 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391273 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391272 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391271 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391270 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391269 1,400000 -1,000000 1,400000 1,400000 0,392000
277 1571391268 1,400000 -1,000000 1,400000 1,400000 0,392000
