268 1571391285 27,666667 -1,000000 27,666667 27,666667 153,088889
268 1571391284 27,666667 -1,000000 27,666667 27,666667 153,088889
268 1571391283 27,666667 -1,000000 27,666667 27,666667 153,088889
268 1571391282 8,000000 -1,000000 8,000000 8,000000 12,800000
268 1571391281 8,000000 -1,000000 8,000000 8,000000 12,800000
268 1571391280 8,000000 -1,000000 8,000000 8,000000 12,800000
268 1571391279 8,000000 -1,000000 8,000000 8,000000 12,800000
268 1571391278 8,000000 -1,000000 8,000000 8,000000 12,800000
268 1571391277 11,200000 -1,000000 11,200000 11,200000 25,088000
268 1571391276 11,200000 -1,000000 11,200000 11,200000 25,088000
268 1571391275 11,200000 -1,000000 11,200000 11,200000 25,088000
268 1571391274 11,200000 -1,000000 11,200000 11,200000 25,088000
268 1571391273 11,200000 -1,000000 11,200000 11,200000 25,088000
268 1571391272 4,200000 -1,000000 4,200000 4,200000 3,528000
268 1571391271 4,200000 -1,000000 4,200000 4,200000 3,528000
268 1571391270 4,200000 -1,000000 4,200000 4,200000 3,528000
268 1571391269 4,200000 -1,000000 4,200000 4,200000 3,528000
268 1571391268 4,200000 -1,000000 4,200000 4,200000 3,528000
267 1571391285 16,000000 -1,000000 16,000000 16,000000 51,200000
267 1571391284 16,000000 -1,000000 16,000000 16,000000 51,200000
267 1571391283 16,000000 -1,000000 16,000000 16,000000 51,200000
267 1571391282 8,000000 -1,000000 8,000000 8,000000 12,800000
267 1571391281 8,000000 -1,000000 8,000000 8,000000 12,800000
267 1571391280 8,000000 -1,000000 8,000000 8,000000 12,800000
267 1571391279 8,000000 -1,000000 8,000000 8,000000 12,800000
267 1571391278 8,000000 -1,000000 8,000000 8,000000 12,800000
267 1571391277 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391276 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391275 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391274 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391273 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391272 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391271 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391270 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391269 11,200000 -1,000000 11,200000 11,200000 25,088000
267 1571391268 11,200000 -1,000000 11,200000 11,200000 25,088000
